"ID","VIOLATION.LAST.MODIFIED.DATE","VIOLATION.DATE","VIOLATION.CODE","VIOLATION.STATUS","VIOLATION.STATUS.DATE","VIOLATION.DESCRIPTION","VIOLATION.LOCATION","VIOLATION.INSPECTOR.COMMENTS","VIOLATION.ORDINANCE","INSPECTOR.ID","INSPECTION.NUMBER","INSPECTION.STATUS","INSPECTION.WAIVED","INSPECTION.CATEGORY","DEPARTMENT.BUREAU","ADDRESS","STREET.NUMBER","STREET.DIRECTION","STREET.NAME","STREET.TYPE","PROPERTY.GROUP","SSA","LATITUDE","LONGITUDE","LOCATION"
6900746,"01/17/2023",2023-01-17,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT ELEVATION - ENTRY STAIR AND STAIR TO SIDE AREAWAY /HANDRAIL - MISSING.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","455370",13911177,"FAILED","N","COMPLAINT","CONSERVATION","1326 W WINONA ST",1326,"W","WINONA","ST",185564,34,41.975482639,-87.663495878,"(41.975482638604234, -87.66349587846561)"
6900260,"01/18/2023",2023-01-11,"EV1760","OPEN","","MAINT VERT RECIP CONVEYOR","","PROTECT PUMP UNIT","Failed to maintain vertical reciprocating conveyor equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-390)","541345",13895400,"FAILED","N","PERMIT","ELEVATOR","6846 W NORTH AVE",6846,"W","NORTH","AVE",83163,NA,41.909111369,-87.796670959,"(41.90911136888184, -87.79667095922032)"
6900634,"01/18/2023",2023-01-18,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","REAR AT CONCRETE SLAB - STORING ABANDONED CARS.","Remove and stop nuisance. (7-28-060)","371335",13911133,"FAILED","N","COMPLAINT","CONSERVATION","7237 S HERMITAGE AVE",7237,"S","HERMITAGE","AVE",411728,NA,41.761945662,-87.667233319,"(41.76194566174284, -87.66723331917721)"
6900692,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","INTERIOR:001 :","ARRANGE PREMISE INSPECTION / MOST UNITS UNABLE TO VERIFY INTERIOR CONDITIONS, DETECTORS AND OCCUPANCY. UNABLE TO INSPECT INTERIOR STAIRWAYS.","Arrange for inspection of premises. (13-12-100)","447020",13911156,"FAILED","N","COMPLAINT","CONSERVATION","4226 W GLADYS AVE",4226,"W","GLADYS","AVE",249516,NA,41.876212196,-87.731530885,"(41.87621219612139, -87.7315308854573)"
6900307,"01/18/2023",2023-01-17,"PL151137","OPEN","","OPEN","","","","381406",13834588,"FAILED","N","PERMIT","PLUMBING","4735 N ARTESIAN AVE",4735,"N","ARTESIAN","AVE",175771,21,41.967800496,-87.689956728,"(41.96780049554746, -87.68995672794587)"
6900754,"01/17/2023",2023-01-17,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING /MOST APARTMENTS - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS.","Arrange for inspection of premises. (13-12-100)","455370",13911179,"FAILED","N","COMPLAINT","CONSERVATION","2112 W FARRAGUT AVE",2112,"W","FARRAGUT","AVE",199283,NA,41.977007697,-87.682454922,"(41.97700769680063, -87.6824549224155)"
6900387,"01/18/2023",2023-01-18,"CN074014","OPEN","","SERVICE WALK, PASSAGE, AREAWAY","OTHER   :    :OTHER","FRONT AND REAR / SERVICE WALK  - BROKEN","Failed to maintain exterior service walks, passage and areaways in clean, sanitary and safe condition.  (13-196-630, 13-196-641)","87296",13910859,"FAILED","N","COMPLAINT","CONSERVATION","8416 S EXCHANGE AVE",8416,"S","EXCHANGE","AVE",451952,NA,41.742315767,-87.552880372,"(41.74231576742161, -87.55288037222694)"
6900552,"01/18/2023",2023-01-18,"CN138056","OPEN","","DEBRIS, EXCESSIVE","OTHER   :    :OTHER","REAR PORCH AND UNDER REAR PORCH - JUNK AND REFUSE ACCUMULATION.","Remove accumulation of refuse and debris and keep premises clean. (13-196-580, 13-196-630)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900674,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO VERIFY COMPLIANT FOR RODENT INFESTATION.","Arrange for inspection of premises. (13-12-100)","371335",13911142,"FAILED","N","COMPLAINT","CONSERVATION","6605 S PEORIA ST",6605,"S","PEORIA","ST",379955,NA,41.774054657,-87.646921857,"(41.774054657213384, -87.64692185744134)"
6900358,"01/18/2023",2023-01-18,"CN104015","OPEN","","REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :OTHER","APT. 901 - BEDROOM WINDOW - BROKEN GLASS PANE.","Replace broken, missing or defective window panes. (13-196-550 A)","BL00831",13910847,"FAILED","N","COMPLAINT","CONSERVATION","50 W 71ST ST",50,"W","71ST","ST",25232,NA,41.765552617,-87.626824833,"(41.76555261652991, -87.62682483348057)"
6900700,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING-NO RESPONSE,UNVERIFIED DETECTORS,CONDITIONS, AND OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","BL00708",13911162,"FAILED","N","COMPLAINT","CONSERVATION","4956 N MASON AVE",4956,"N","MASON","AVE",193643,NA,41.971860349,-87.777190363,"(41.971860349263835, -87.7771903630597)"
6900576,"01/18/2023",2023-01-18,"PL154027","OPEN","","SUPPLY HOT WTR MIN TEMP 120DEG","OTHER   :    :OTHER","CB154027- S.F.R - NO HOT WATER PROVIDED (14X-9-905.2, 14X-9-905.2.1 AND 14X-9-905.5)","Supply adequate hot water with minimum temperature of 120 degrees F. (13-196-430)","BL00831",13911064,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900610,"01/18/2023",2023-01-18,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING -  NO ENTRY, UNVERIFIED DETECTORS, CONDITIONS AND OCCUPANCY. FRONT AND REAR GATES ARE LOCKED, UNABLE TO GAIN ENTRY TO PROPERTY AT TIME OF INSPECTION.","Arrange for inspection of premises. (13-12-100)","371335",13911125,"FAILED","N","COMPLAINT","CONSERVATION","5371 S ROCKWELL ST",5371,"S","ROCKWELL","ST",334017,NA,41.79531127,-87.68881948,"(41.79531126998831, -87.68881947975403)"
6900426,"01/18/2023",2023-01-18,"CN131036","OPEN","","PROVID SELF CLSING SCREEN DVCE","OTHER   :    :OTHER","REAR / STORM DOOR - ROTTED","Provide self-closing device for screen door. (13-196-560 B)","87296",13910875,"FAILED","N","COMPLAINT","CONSERVATION","8420 S MANISTEE AVE",8420,"S","MANISTEE","AVE",26109,NA,41.742101297,-87.557727188,"(41.74210129722631, -87.55772718793293)"
6900747,"01/17/2023",2023-01-17,"CN101015","OPEN","","REPAIR INTERIOR WALLS/CEILING","OTHER   :    :OTHER","INTERIOR OF BUILDING - ENTRY STAIR /WALLS AND CEILING - CHIPPING AND CRACKING WITH SECTIONS BUBBLING; DISCOLORATION AND SIGNS OF WATER DAMAGE THROUGHOUT.","Failed to maintain interior walls and ceilings free from holes or cracks.  (13-19-540(c))","455370",13911177,"FAILED","N","COMPLAINT","CONSERVATION","1326 W WINONA ST",1326,"W","WINONA","ST",185564,34,41.975482639,-87.663495878,"(41.975482638604234, -87.66349587846561)"
6900551,"01/18/2023",2023-01-18,"CN104025","OPEN","","MAINTAIN WINDOW SASH","OTHER   :    :OTHER","EAST 2ND FLOOR, WINDOW - MISSING SASH.NORTH ELEVATION 2ND FLOOR - LOOSE SASH.","Failed to maintain window sash in good condition and so it fits reasonably tight within its frame.  (13-196-550(b))","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900618,"01/18/2023",2023-01-18,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","REAR YARD - STORING TRAILER.","Remove and stop nuisance. (7-28-060)","371335",13911127,"FAILED","N","COMPLAINT","CONSERVATION","5346 S WASHTENAW AVE",5346,"S","WASHTENAW","AVE",334136,NA,41.795986723,-87.691569227,"(41.795986723492476, -87.69156922727541)"
6900706,"04/03/2024",2023-01-18,"CN065034","COMPLIED","03/27/2024","REPAIR WINDOW SILLS","OTHER   :    :COMPLIED BY BL01000","COURT YARD 7809 / WINDOW SILL - OPEN MORTAR JOINT .","Failed to maintain window sill in good repair and free from cracks and defects.  (13-196-530(e), 13-196-550, 13-196-641)","BL01000",13911167,"FAILED","N","COMPLAINT","CONSERVATION","7805 S ESSEX AVE",7805,"S","ESSEX","AVE",20626,49,41.753376246,-87.563690641,"(41.75337624614579, -87.56369064144108)"
6900629,"01/18/2023",2023-01-18,"CN079014","OPEN","","REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :OTHER","EAST ELEVATION / FRAME GARAGE - LOOSE SIDING.","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","371335",13911131,"FAILED","N","COMPLAINT","CONSERVATION","5843 S WHIPPLE ST",5843,"S","WHIPPLE","ST",352322,59,41.786851894,-87.699559321,"(41.78685189377856, -87.69955932080397)"
6900400,"01/18/2023",2023-01-18,"CN104015","OPEN","","REPLCE WINDOW PANES, PLEXGLAS","EXTERIOR:E   :","FRONT ATTIC - BROKEN WINDOW","Replace broken, missing or defective window panes. (13-196-550 A)","BL00904",13910864,"FAILED","N","COMPLAINT","CONSERVATION","816 N LEAMINGTON AVE",816,"N","LEAMINGTON","AVE",54572,NA,41.895505015,-87.754539519,"(41.895505014763415, -87.75453951929387)"
6900617,"01/18/2023",2023-01-18,"CN138066","OPEN","","DEMO DEBRIS","OTHER   :    :OTHER","REAR YARD -  STORING SCRAP PLYWOOD AT NORTHWEST CORNER.","Remove debris from demolition. (13-124-110)","371335",13911127,"FAILED","N","COMPLAINT","CONSERVATION","5346 S WASHTENAW AVE",5346,"S","WASHTENAW","AVE",334136,NA,41.795986723,-87.691569227,"(41.795986723492476, -87.69156922727541)"
6900560,"01/18/2023",2023-01-18,"EL0029","OPEN","","EXPOSED WIRING","OTHER   :    :OTHER","BASEMENT - EXPOSED ELECTRIC WIRES. ELECTRICAL PERMIT REQUIRED FOR REPAIRS.","Remove exposed wiring. (18-27-300.4)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900694,"01/18/2023",2023-01-18,"CN077014","OPEN","","REPAIR FENCE","EXTERIOR:W   :","REAR OF PROPERTY / FENCE - BROKEN AND OR MISSING PICKETS. FENCE LEANING.","Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)","447020",13911158,"FAILED","N","COMPLAINT","CONSERVATION","3958 W ARTHINGTON ST",3958,"W","ARTHINGTON","ST",24337,NA,41.869917909,-87.72519092,"(41.86991790900095, -87.72519091966551)"
6900295,"02/10/2023",2023-01-17,"PL151137","COMPLIED","02/08/2023","OPEN","","","","86839",13942331,"PASSED","N","PERMIT","PLUMBING","5305 N CLARK ST",5305,"N","CLARK","ST",197647,22,41.978197575,-87.668196662,"(41.978197574856125, -87.66819666175022)"
6900658,"11/06/2023",2023-01-18,"CN197019","COMPLIED","10/25/2023","INSTALL SMOKE DETECTORS","OTHER   :    :OTHER BL00876","FRONT INTERIOR STAIRWAY / SMOKE DETECTOR - MISSING.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","371335",13911140,"FAILED","N","COMPLAINT","CONSERVATION","6428 S CARPENTER ST",6428,"S","CARPENTER","ST",379568,NA,41.776959126,-87.650933721,"(41.77695912632176, -87.650933721344)"
6900709,"04/03/2024",2023-01-18,"CN062034","COMPLIED","03/27/2024","REPAIR COPING","OTHER   :    :COMPLIED BY BL01000","COURT YARD /CENTER COPING  -OPEN MORTAR JOINT","Failed to maintain roof coping in good repair and free from cracks defects.  (13-196-530, 13-196-530(c) and 13-196-641)","BL01000",13911167,"FAILED","N","COMPLAINT","CONSERVATION","7805 S ESSEX AVE",7805,"S","ESSEX","AVE",20626,49,41.753376246,-87.563690641,"(41.75337624614579, -87.56369064144108)"
6900328,"01/18/2023",2023-01-18,"CN063014","OPEN","","CHIMNEY","EXTERIOR:N   :","CHIMNEY - ERODED MORTAR JOINTS","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","BL00904",13910812,"FAILED","N","COMPLAINT","CONSERVATION","3404 N KILBOURN AVE",3404,"N","KILBOURN","AVE",135375,NA,41.942780673,-87.73975537,"(41.942780672827716, -87.7397553703175)"
6900684,"01/18/2023",2023-01-18,"CN079014","OPEN","","REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :OTHER","REAR OF BUILDING / GARAGE - WASHED OUT MORTAR AND STEP FRACTURES.","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","447020",13911154,"FAILED","N","COMPLAINT","CONSERVATION","4302 W WILCOX ST",4302,"W","WILCOX","ST",249957,NA,41.878889731,-87.733161002,"(41.87888973110793, -87.7331610015678)"
6900386,"01/18/2023",2023-01-18,"CN138106","OPEN","","STOP/REMOVE NUISANCE","OTHER   :    :OTHER","REAR YARD / NUISANCE - PILE OF OLD TREE BRANCHES 5X10X2 FT HIGH .","Remove and stop nuisance. (7-28-060)","87296",13910859,"FAILED","N","COMPLAINT","CONSERVATION","8416 S EXCHANGE AVE",8416,"S","EXCHANGE","AVE",451952,NA,41.742315767,-87.552880372,"(41.74231576742161, -87.55288037222694)"
6900721,"01/18/2023",2023-01-18,"CN132016","OPEN","","HEAT UNIT ADEQUATELY","OTHER   :    :OTHER","APT 2 / TEMP AT 1117 AM BED ROOM 67 AND FRONT ROOM 62 DEGREES . PER SECTION CODE . (14X-8-802.2, 14X-8-802.2.1AND 14X-8-802.2.2) BHA CODES","Heat dwelling unit adequately from September 15th to June 1st. (13-196-410)","87296",13911168,"FAILED","N","COMPLAINT","CONSERVATION","7144 S BENNETT AVE",7144,"S","BENNETT","AVE",406639,42,41.764766488,-87.5794867,"(41.764766488218335, -87.57948670010798)"
6900742,"01/17/2023",2023-01-17,"CN065014","OPEN","","REPAIR LINTELS","OTHER   :    :OTHER","FRONT ELEVATION - BASEMENT WINDOW /LINTEL - WARPED AND RUSTED WITH LARGE GAPS PACKED WITH MORTAR. PERMITS REQUIRED FOR LINTEL REPAIR.","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","455370",13911175,"FAILED","N","COMPLAINT","CONSERVATION","3017 W DIVERSEY AVE",3017,"W","DIVERSEY","AVE",7571,NA,41.931945228,-87.703264622,"(41.93194522820835, -87.70326462171393)"
6900261,"01/18/2023",2023-01-11,"EV1760","OPEN","","MAINT VERT RECIP CONVEYOR","","PROVIDE FLOOR FASCIA/CAP FLOORS","Failed to maintain vertical reciprocating conveyor equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-390)","541345",13895400,"FAILED","N","PERMIT","ELEVATOR","6846 W NORTH AVE",6846,"W","NORTH","AVE",83163,NA,41.909111369,-87.796670959,"(41.90911136888184, -87.79667095922032)"
6900327,"01/18/2023",2023-01-18,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","EXTERIOR:E   :","FRONT STAIRS - FRACTURED AND SPALLED BOTTOM CONCRETE STEP. UNSAFE,SLIP HAZARD","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","BL00904",13910812,"FAILED","N","COMPLAINT","CONSERVATION","3404 N KILBOURN AVE",3404,"N","KILBOURN","AVE",135375,NA,41.942780673,-87.73975537,"(41.942780672827716, -87.7397553703175)"
6900376,"01/18/2023",2023-01-18,"CN079014","OPEN","","REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :OTHER","REAR / GARAGE - SIDING MISSING .EAVES AND ROOF ROTTED . REAR ROOF HOLE 1X1FT .","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","87296",13910857,"FAILED","N","COMPLAINT","CONSERVATION","9908 S EXCHANGE AVE",9908,"S","EXCHANGE","AVE",492153,NA,41.715123238,-87.552498134,"(41.71512323835253, -87.55249813351132)"
6900595,"01/17/2023",2023-01-17,"CN041063","OPEN","","CUT OR REMOVE HIGH WEEDS","OTHER   :    :OTHER","REAR YARD - HIGH WEEDS.","Failed to cut or remove weeds, grass or other growth that present a fire hazard.  (15-4-970)","371335",13911121,"FAILED","N","COMPLAINT","CONSERVATION","4828 S DAMEN AVE",4828,"S","DAMEN","AVE",323029,NA,41.805804523,-87.67476649,"(41.80580452329897, -87.67476649045147)"
6900284,"03/22/2023",2023-01-17,"PL151137","COMPLIED","03/20/2023","OPEN","","","","86839",14009362,"PASSED","N","PERMIT","PLUMBING","2336 W DEVON AVE",2336,"W","DEVON","AVE",230074,43,41.997856306,-87.688895878,"(41.997856305545824, -87.68889587768298)"
6900359,"01/18/2023",2023-01-18,"CN102015","OPEN","","INT WALL/CEILING PEELING PAINT","OTHER   :    :OTHER","APT. 901, BATHROOM WALL - LOOSE PAINT.","Failed to maintain interior walls, ceilings and woodwork free from flaking, peeling, chipped or loose paint.  (13-196-540(d))","BL00831",13910847,"FAILED","N","COMPLAINT","CONSERVATION","50 W 71ST ST",50,"W","71ST","ST",25232,NA,41.765552617,-87.626824833,"(41.76555261652991, -87.62682483348057)"
6900732,"09/11/2023",2023-01-17,"CN106015","COMPLIED","08/08/2023","REPAIR INTERIOR STAIR SYSTEM","OTHER   :    :OTHER","INTERIOR OF BUILDING - 3007N ENTRY - STAIR TO BASEMENT /HANDRAILS - MISSING.","Failed to maintain interior stairway system in safe condition and sound repair. (13-196-570)","282126",14128367,"PASSED","N","COMPLAINT","CONSERVATION","3007 N FRANCISCO AVE",3007,"N","FRANCISCO","AVE",8549,NA,41.936007951,-87.700032819,"(41.93600795073726, -87.7000328192166)"
6900350,"01/17/2023",2023-01-17,"CN194029","OPEN","","PROVIDE","OTHER   :    :OTHER","STAIRWAYS IDENTIFICATION SIGNS ARE APROX 3""X8"", DO NOT MEET CODE 4(13-76-075)","Provide","BL00831",13910845,"FAILED","N","COMPLAINT","CONSERVATION","6430 S STONY ISLAND AVE",6430,"S","STONY ISLAND","AVE",19664,NA,41.777842522,-87.586523291,"(41.77784252211677, -87.58652329099885)"
6900722,"01/18/2023",2023-01-18,"CN046013","OPEN","","UNAPPROVED HEATING DEVICE","OTHER   :    :OTHER","APT 2 / STOVE AND SPACE HEATERS USED FOR HEAT. PER SECTION CODE 14X-7-705.4","Stop using cooking or water heating device as heating device. (13-196-400)","87296",13911168,"FAILED","N","COMPLAINT","CONSERVATION","7144 S BENNETT AVE",7144,"S","BENNETT","AVE",406639,42,41.764766488,-87.5794867,"(41.764766488218335, -87.57948670010798)"
6900483,"01/18/2023",2023-01-18,"CN132046","OPEN","","SAFE WORKING CONDITIONS","OTHER   :    :OTHER","CB132046 - 2ND FLOOR APT. NO HEAT PROVIDED, BOILER IS BROKEN OR OUT OF SERVICE.  (14X-3-305.1, 14X-8-804.1 THRU 14X-8-804.4 AND 14X-8-804.5).","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","BL00831",13910948,"FAILED","N","COMPLAINT","CONSERVATION","4627 S ASHLAND AVE",4627,"S","ASHLAND","AVE",311223,10,41.809661078,-87.664854792,"(41.80966107771245, -87.6648547917896)"
6900677,"01/18/2023",2023-01-18,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","EAST ELEVATION / BASEMENT STAIRS - MISSING HANDRAIL.","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","371335",13911142,"FAILED","N","COMPLAINT","CONSERVATION","6605 S PEORIA ST",6605,"S","PEORIA","ST",379955,NA,41.774054657,-87.646921857,"(41.774054657213384, -87.64692185744134)"
6900580,"01/18/2023",2023-01-18,"CN046013","OPEN","","UNAPPROVED HEATING DEVICE","OTHER   :    :OTHER","CB046013 -S.F.R. -USING GAS STOVE AS A HEATING DEVICE (14X-8-802.2)","Stop using cooking or water heating device as heating device. (13-196-400)","BL00831",13911064,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900464,"01/17/2023",2023-01-17,"CN190019","OPEN","","ARRANGE PREMISE INSPECTION","INTERIOR:002 :","ARRANGE PREMISE INSPECTION / MOST UNITS UNABLE TO VERIFY INTERIOR CONDITIONS, DETECTORS AND OCCUPANCY. UNABLE TO INSPECT INTERIOR STAIRWAYS.","Arrange for inspection of premises. (13-12-100)","447020",13910910,"FAILED","N","COMPLAINT","CONSERVATION","2645 S CHRISTIANA AVE",2645,"S","CHRISTIANA","AVE",286419,25,41.843131948,-87.708506953,"(41.84313194752397, -87.70850695326227)"
6900425,"01/18/2023",2023-01-18,"CN070014","OPEN","","REPAIR EXTERIOR STAIR","OTHER   :    :OTHER","FRONT / EXTERIOR STAIR - GRADE TO 1ST FL .WING WALL WASHED OUT MORTAR .CEMENT RISER AND STEPS 1/2 GAPS","Failed to maintain exterior stairways in safe condition and in sound repair.  (13-196-570, 13-196-641)","87296",13910875,"FAILED","N","COMPLAINT","CONSERVATION","8420 S MANISTEE AVE",8420,"S","MANISTEE","AVE",26109,NA,41.742101297,-87.557727188,"(41.74210129722631, -87.55772718793293)"
6900553,"01/18/2023",2023-01-18,"CN070024","OPEN","","REPAIR PORCH SYSTEM","OTHER   :    :OTHER","REAR  PARTIALLY ENCLOSED 2 STORY PORCH: CENTER COLUMN IS ROTTED.; BEAMS ARE FASTENED TO COLUMNS WITH NAILS ONLY.; 1ST FLOOR DECK IS SHORED UP IN TWO PLACES.; CONCRETE POURED AROUND COLUMNS.; FOOTING STATUS UNKNOWN. PERMIT REQUIRED TO REPAIR REAR PORCH.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00831",13911062,"FAILED","N","COMPLAINT","CONSERVATION","10537 S LAFAYETTE AVE",10537,"S","LAFAYETTE","AVE",503453,NA,41.702438541,-87.62443149,"(41.7024385408648, -87.62443149027439)"
6900637,"01/18/2023",2023-01-18,"CN076024","OPEN","","REPAIR GUTTER & DOWNSPOUT","OTHER   :    :OTHER","NORTH, SOUTH AND EAST ELEVATIONS / GUTTERS AND DOWNSPOUTS - MISSING.","Failed to maintain roof gutters and downspouts in good repair and working condition.  (13-196-590, 13-196-630(b), 13-196-641, 18-29-1101, 18-29-1105, 18-29-1106)","371335",13911133,"FAILED","N","COMPLAINT","CONSERVATION","7237 S HERMITAGE AVE",7237,"S","HERMITAGE","AVE",411728,NA,41.761945662,-87.667233319,"(41.76194566174284, -87.66723331917721)"
