Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
HP,HP Laptop 15.6 Up to 64 GB Ram 4 TB SSD WINDOWS 11 PRO Intel i7-1355U 1366 x 768,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1366 x 768,New,670.0
Lenovo,"Lenovo ThinkPad T14s 14"" 1TB SSD, Intel Core i7-1260P ,4.70 GHz, 16 GB RAM ,W11",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,618.0
Dell,Dell Latitude 14 RUGGED 5430 i5-1135G7 512GB 16GB FHD TOUCH CMRA GPS BKLT WTY,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,479.99
HP,"HP 15-dy2703dx 15.6"" (512GB SSD, Intel Core i5 11th Gen., 4.20 GHz, 8GB) Laptop",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1366 x 768,Open box,400.0
Dell,Dell Precision M2800 i7-4710MQ 3.5GHz 16GB 500GB Win10 AMD FirePro Gaming Laptop,15.6,16,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,Dedicated Graphics,1366x768,Good - Refurbished,270.0
Dell,New Dell Inspiron 3535 15.6'' FHD Touchscreen Laptop AMD Ryzen 7 7730U 16GB 1TB,15.6,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,New,629.49
HP,HP EliteBook 840 G5 Core i5-8350u 1.7GHz 32GB 512GB SSD FHD Webcam Win 11 Laptop,14,32,Intel Core i5 8th Gen.,Intel HD 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,310.0
HP,"HP EliteBook x360 1030 G2 13.3inch (256GB SSD, Intel i5 2.6GHz, 8GB RAM) Laptop",13.3,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,900.0
Asus,"ASUS VivoBook 15 Laptop 15.6"" Full HD Screen i3 10th Gen CPU 8GB Ram 256GB SSD",15.6,8,Intel Core i3 10th Gen.,Integrated Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,337.49
Dell,"Dell Latitude 5410 14"" Laptop i5 10th Gen 256GB SSD 8GB RAM Win 10 Pro (RB)",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,292.46
Lenovo,"Lenovo ThinkPad X260 Laptop 12.5"" i5-6200U 2.30GHz 256GB SSD 8GB RAM Win (CR) LC",12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,211.45
Dell,BRAND NEW Dell Latitude 3540 15.6'' (256GB Intel Core i7-1355U 5GHz 16GB RAM),15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,669.0
Lenovo,"Lenovo Yoga 730-13IKB 13"" Laptop i5 8th Gen 256GB SSD 8GB RAM Win 10 Home (IN)",13,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,215.95
Microsoft,Microsoft Surface Pro 7 + (Platinum) Intel Core- i5 11th Gen /8GB/256GB(SEALED),12.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2736 x 1824,New,699.99
HP,"HP ProBook 440 G9 14.0"" FHD I7-1255U 512GB SSD 16GB W11P Backlit Keyboard",14.0,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,424.99
HP,"HP EliteBook 840 G714"" Full HD i5-10310U 16GB 256GB W10P 30Y87US#ABA ❤️✅❤️ NEW",14,16,Intel Core i5 10th Gen.,,,1920 x 1080,Open box,649.99
Dell,"Dell Latitude 5500 15"" Laptop Intel i5 8th Gen 512GB SSD 8GB RAM Win 11 (FF)",15,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,359.96
Lenovo,Lenovo LOQ 15IRH8,15.6,8,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New,700.0
Lenovo,Lenovo P15s Gen 1 15 FHD I7-10510U 512GB SSD 16GB W10P Quadro P520 Win Hello,15,16,Intel Core i7 10th Gen.,NVIDIA Quadro P520,Dedicated Graphics,1920 x 1080,Good - Refurbished,496.99
MSI,MSI Laptop Prestige 14Evo.,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,649.99
Dell,"Dell Latitude E7270 Laptop 12.5"" i5-6300U 2.40GHz 250GB M.2 8GB RAM Win 10 (AE)",12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1366 x 768,Very Good - Refurbished,224.95
Dell,"Dell Inspiron 15 3501 15.6"" 256GB SSD Intel Core i3 11th Gen 8GB Laptop Black",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,374.99
Dell,"Dell Latitude 5400 14"" Laptop i5 8th Gen 256GB SSD 8GB RAM Win 10 Pro (CI)",14,8,Intel Core i5 8th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,224.95
HP,"HP ZBook 14"" i7-4600u 2.1GHz 16GB 512GB SSD Webcam Win 10 AMD Gaming Laptop",14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Good - Refurbished,320.0
HP,"HP Elite Dragonfly G2 13.3"" FHD Touch I5-1145G7 512GB SSD 8GB W10P Fingerprint",13.3,8,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,460.99
Lenovo,"Lenovo ThinkPad X1 Carbon 14"" 8th Gen FHD 1.8 GHz i7-10510U 16GB RAM 512GB SSD",14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,,1920 x 1080,Very Good - Refurbished,429.99
Dell,Dell Latitude 5420 i7-1185G7 2TB PCIe 64GB TOUCH W10P CMRA BKLT 1+YR PRO WTY,14.0,64,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,349.99
Dell,"Dell Inspiron 16 Plus 7610 16"" QHD Laptop,Intel i7-11800H, 16GB RAM, 512GB SSD",16,16,Intel Core i7 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,2560 x 1440,Excellent - Refurbished,687.94
Dell,"Dell Latitude 5400 14"" HD Quad-Core i7-8665U 16GB 256GB PCIe SSD Webcam Win10Pro",14,16,Intel Core i7 8th Gen.,,Integrated/On-Board Graphics,,Very Good - Refurbished,271.66
Asus,"NEW ASUS 15.6"" 3.80GHz i3-N305 8-CORE 8GB 256GB SSD BACKLIT KEYBOARD WINDOWS 10",15.6,8,Intel Core i3 12th Gen.,,Dedicated Graphics,1920 x 1080,New,549.0
Microsoft,Microsoft Surface Go 3 i3-10100Y 4GB 64GB BT WiFiAC 10.5T W10P platinum 8V9-0003,10.5,4,Intel Core i3 10th Gen.,,,,New,329.99
Microsoft,"New! Microsoft Surface Laptop Go 2 12.4""Intel Core i5 Platinum 128GB SSD 4GB RAM",12.4,4,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1536 x 1024,New,395.0
HP,"HP ProBook 650 G5 15.6"" Laptop i5-8265U 128GB SSD 8GB RAM Win 10 Pro (AVA)",15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Very Good - Refurbished,283.49
Dell,Dell Latitude 3380 Core i3-6006u 2GHz 8GB 512GB SSD Webcam BT WiFi Win10 Laptop,13,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,195.0
Dell,"2022 Dell Latitude 9330 2-in-1 i5-1240U 16GB 256GB SSD 13.3"" QHD+ Touch IR 11Pro",13.3,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,789.0
HP,HP Laptop 15.6 Up to 64GB Ram 4 TB SSD WINDOWS 11 PRO Intel i7-1355U Touchscreen,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,720.0
Dell,"🔥 2023 New Dell Inspiron 15.6"" FHD Touchscreen Intel i5-1135G7/8GB/256GB/Win 11",15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,,New,417.75
Microsoft,"Microsoft Surface Go- 12.4"" Laptop with i5-1035G1, 8GB RAM/128GB SSD (Platinum)",12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Open box,375.0
Dell,"Dell Latitude 7000 7400 14"" Notebook 4HVJN",14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,325.97
Acer,"Acer Aspire Vero AV15-51-5155 15.6"" 11th Gen i5-1155G7 8GB 256GB Win 11 Home",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,379.22
Lenovo,"Lenovo V14-IIL 14"" FHD Laptop Intel Core i3 10th Gen 1.20GHZ, 8GB RAM, 250GB SSD",14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,374.99
Acer,"Acer Nitro 5 15.6"" FHD i5-10300 16GB 1TB SSD NVIDIA GTX 1650 4GB Wi-Fi 6 Win11H",15.6,16,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New,699.0
Dell,Dell Inspiron 14 5406 Laptop -Touch Intel i5 8GB Windows 10 512GB SSD Open Box,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,581.56
Lenovo,"Lenovo ThinkPad E14 Gen 5 14"" FHD+ i5-1335U 1.3GHz 16GB 256GB 1cycle WRTY2027",14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1900 x 1200,Open box,816.99
Dell,"Dell Latitude 7430 2 in 1 i7-1265U vPro 16GB 512GB 14.0"" FHD (1920x1080) Touch",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,999.0
Dell,"Dell Latitude 7390 13"" Core i5-8250u 3.4GHz 16GB 256GB SSD Webcam Win 10 Laptop",13,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Good - Refurbished,265.0
Lenovo,"Lenovo 14"" V14 G4 Notebook Laptop - 2.1 GHz AMD Ryzen 5 5500U 6-Core - 8GB R...",14,8,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,New,429.99
Dell,"DELL LATITUDE 5411 14"" FHD I7-10850H 512GB SSD 16GB W10P GeForce MX250 Win Hello",14,16,Intel Core i7 10th Gen.,NVIDIA GeForce MX250,Dedicated Graphics,1920 x 1080,Good - Refurbished,383.99
Lenovo,Lenovo Legion Gaming Laptop,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050,Integrated/On-Board Graphics,2560 x 1600,New,749.0
HP,"HP 15.6"" Full HD Laptop 12th Gen Intel i5-1235U Ten Core 16GB RAM 1TB SSD Win11",15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,579.0
Acer,"Acer Aspire 3 14"" Laptop, AMD Ryzen 3, 8GB Memory, 128GB SSD, Windows 11",14,8,AMD Ryzen 3 3000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1366 x 768,Open box,240.0
HP,"HP ZBook 14"" i7-4600u 2.1GHz 16GB 500GB Webcam Win 10 1080p AMD Gaming Laptop",14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Good - Refurbished,285.0
Asus,"Asus VivoBook X1402ZA 14"" 2022 FHD 1.7 GHz i5-1240P 16GB RAM 512GB SSD Excellent",14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,469.99
Dell,"Dell Latitude 5540 15.6"" (512GB SSD, Intel Core i7-1355U, 5.0GHz, 16GB RAM)",15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,899.0
HP,"HP 15-dy5073dx 15.6"" (512GB SSD, Intel Core i7-1255U, 4.70GHz, 16GB RAM,...",15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,540.0
HP,"New HP ZBook Firefly 14 G8 Laptop 14"" i5-1145G7 16GB 256GB - Warranty",14,16,Intel Core i5 11th Gen.,,,1920 x 1080,Open box,649.95
HP,"HP Probook 640 14"" Core i5-4310M 2.7GHz 16GB 256GB SSD Win 10 WiFI Webcam Laptop",14,16,Intel Core i5 4th Gen.,Intel HD Graphics 4600,Integrated/On-Board Graphics,,Good - Refurbished,215.0
HP,"HP ProBook 450 G8 15.6"" Silver FHD 2.8 GHz i7-1165G7 8GB RAM 256GB SSD Excellent",15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,387.59
Lenovo,"Lenovo ThinkPad T14 Gen 1 14"" FHD i7-10510U 16GB 512GB SSD FPReader Webcam W10P",14,16,Intel Core i7 10th Gen.,,,,Excellent - Refurbished,553.66
Dell,"Dell Latitude 5480, i5 6th Gen. 2.4GHz, 16GB, Ram Great Home or Business Laptop",14,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,,1920 x 1080,Good - Refurbished,189.0
Dell,"Dell Precision 5550 15.6"" UHD Touch i7-10850H 16GB 512GB SSD Quadro T1000 Win10P",15.6,16,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,,Very Good - Refurbished,589.0
Asus,"Ausu 15.6"" (512GB SSD, Intel Core i5 11 Gen, 3.1 GHz, 8GB RAM, NVIDIA GeForce...",15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650 Max-Q,Dedicated Graphics,1920 x 1080,New,600.0
HP,"New HP ENVY X360 2-IN-1 I5-1135G7 8GB 256GB 13.3"" FHD WIN10",13,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,599.95
Dell,Dell Latitude 5401 i7-9850H 512GB PCIe 16GB FHD BT CMRA W10P BKLT MX150 TB,14.0,16,Intel Core i7 9th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,779.99
Lenovo,"Lenovo ThinkPad E15 GEN 2 20T8002BUS 15.6"" FHD 256GB SSD 16GB AMD Ryzen 7 4700U",15.6,16,AMD Ryzen 7 4000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,New,829.0
Lenovo,"Lenovo V15 G4 ABP 83CR0005US 15.6"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen",15.6,8,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,New,558.83
Dell,Dell Latitude 9420 i7-1185G7 512GB PCIe 16GB FHD+ IR CMRA BKLT W10P FP PRO WTY,14.0,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Excellent - Refurbished,679.99
Acer,"Grade A+ Acer Aspire 5 A515-55-35SE Intel Core i3-1005G1 4GB 128GB SSD 15.6"" FHD",15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,227.71
HP,HP EliteBook 840 G5 Core i5-8350u 1.7GHz 16GB 256GB SSD FHD Webcam Win 10 Laptop,14,16,Intel Core i5 8th Gen.,Intel HD 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,250.0
HP,"Newest HP 17.3"" HD+ Laptop Intel i3-1115G4 32GB RAM 1TB PCIe SSD Win11 -Silver",17.3,32,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1600 x 900,New,599.99
Lenovo,Lenovo IdeaPad 3i 8GB 15.6'' 512GB SSD( 82RK00BDUS ) Laptop Intel core i3 Win 11,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,374.99
Acer,"Acer Nitro 5 Gaming 15.6"" Intel i5-12500H 16GB 512GB SSD RTX4050 AN515-58-56CH",15.6,16,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,Open box,739.0
Dell,"Dell Latitude 5500 15.6"" FHD i7 8665U 1.90GHz 16GB RAM 512GB SSD Win 11",15.6,16,Intel Core i7 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,299.0
Lenovo,"Lenovo ThinkPad X1 Carbon 7th Gen 14"" FHD TOUCH Laptop i7-8650U 16GB 1TB win 11",14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,2560 x 1440,Excellent - Refurbished,599.99
Lenovo,"Lenovo IdeaPad Gaming 3i 15.6"" Full HD 120Hz Gaming Notebook Computer SKU1630747",15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1080,Open box,764.01
HP,"HP ProBook 650 G2 15"" i7-6600u 2.6GHz 16GB 512GB SSD Webcam FHD Win 10 Laptop",15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,290.0
Dell,Dell Latitude E7470 Touch screen Core i5-6300U 16GB RAM 512GB M.2 Win 10 Pro,14,16,Intel Core i5 6th Gen.,Intel(R) HD Graphics 520,Integrated/On-Board Graphics,1920 x 1080,Open box,250.0
Dell,Dell Latitude 13 Rugged Extreme 7330 i7-1185G7 512GB 32GB TOUCH BKLT 6 Cell WTY,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Excellent - Refurbished,99.99
HP,Fast HP EliteBook 840 G5 Laptops Sleek Thin & Light Webcam i5 8th Gen Windows 11,14,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,239.99
Dell,Dell Latitude 14 5490 i7-8650U 16GB RAM 256GB HDD 14.0'' FHD Touch,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,239.0
Dell,Dell Latitude 5520 i7-1185G7 256GB PCIe 16GB FHD W10P Camera TB FP Backlit,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,649.99
HP,"HP Laptop Computer 17.3"" FHD i7-1355U 64 GB 4 tb SSD 1 TB HDD windows 11 pro",17.3,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,780.0
Dell,"Dell Inspiron 5406 (2-in-1) 14"" 2021 FHD TOUCH 2.8GHz i7-1165G7 16GB RAM 1TB SSD",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1080,Excellent - Refurbished,519.99
Lenovo,"Lenovo Thinkpad X1 Carbon Gen 9 14"" FHD+ 2.8GHz i7-1165G7 16GB 1TB SSD Excellent",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Excellent - Refurbished,689.99
AVITA,AVITA Clarus 14 Laptop Win10 Intel Core i5 Processor 8GB RAM 128GB SSD - Silver,14,8,Intel Core i5 7th Gen.,Intel HD Graphics 615,Integrated/On-Board Graphics,1920 x 1080,New,559.97
HP,"HP Envy 17.3"" Full HD Touchscreen Laptop Quad Core i5-1135G7 8GB 512GB SSD W10",17.3,8,Intel Core i5 11th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,549.7
Asus,"Asus VivoBook 15 F512JA-PH31-BAC 15.6"" Ultrabook Laptop i3-1005G1 4GB 128GB",15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,329.99
Lenovo,"LENOVO P15 GEN 2 15"" FHD I7-11850H 1TB SSD 32GB W11P T1200 Fingerprint",15,32,Intel Core i7 11th Gen.,NVIDIA T1200 Laptop GPU,Dedicated Graphics,1920 x 1080,Good - Refurbished,686.99
Lenovo,Lenovo ThinkPad P15 (Gen 2) --- i7-11800H -- 32GB / 1TB -- RTX A2000 -- WTY 2027,15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A2000,Dedicated Graphics,1920 x 1080,Open box,975.0
Lenovo,"LENOVO X1 YOGA GEN 6 14"" FHD+ Touch I7-1185G7 512GB 16GB W11P FP Reader Stylus",14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Good - Refurbished,575.99
HP,New HP ENVY x360 15.6'' (512GB SSD Intel Core i7 2.9GHz GB RAM) 2-In-1 Touch,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,New,995.0
Asus,ASUS Vivobook Pro WQUXGA 16X Laptop Intel Core i7-12650H RTX 3060,16,32,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,2560 x 1600,New,999.0
HP,"HP 15.6"" Touch-Screen Laptop I7-1255u 16GB Memory 512GB SSD W11 15-dy2073dx",15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,719.99
Dell,"2023 Dell INSPIRON 7620 2-IN-1 Touch 16""FHD+ i7-1260P max 4.7GHz 16GB 512GB SSD",16,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,745.06
Dell,"Dell Latitude 7400 14"" Black 2018 FHD 1.9 GHz i7-8665U 32GB RAM 512GB SSD Good",14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,,1920 x 1080,Good - Refurbished,239.99
Dell,DELL LATITUDE 3410 14 HD I3-10110U 512GB SSD 16GB W10P Webcam Backlit Keyboard,14,16,Intel Core i3 10th Gen.,Intel(R) UHD Graphics,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,179.99
Lenovo,Lenovo ThinkPad T14s Gen 1 (14”) Laptop - 10th Gen intel Core i5 w/ vPro - Win11,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,3840 x 2160,Open box,700.0
Lenovo,"Lenovo IdeaPad Gaming 3 15IHU6 15.6"" FHD Notebook i5 3.10GHz 8GB 256GB",15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box,599.99
Lenovo,"Lenovo IdeaPad Flex 5 14ITL05 14"" 128GB, Intel i3, 128Gb Ssd, 4Gb Ram Win 11 S",14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,360.0
Lenovo,"Lenovo ThinkPad X1 Extreme Gen 3 14"" FHD I7-10750H 1TB SSD 32GB W10 GTX 1650 Ti",14,32,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1650 Ti with Max-Q Design,Dedicated Graphics,1920 x 1080,Good - Refurbished,752.99
Lenovo,"Lenovo V15 G4 IRU 15.6"" (1TB SSD, Intel Core i5 13th Gen., 4.60 GHz, 16GB)...",15.6,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,490.0
Lenovo,Brand New Lenovo Ideapad 3i 15.6 FHD Touch Intel i3-1115G4/8GB/256GB SSD/Win 11,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,324.75
HP,HP ENVY x360 15.6'' 2-In-1 Touch Laptop,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,899.99
Dell,Dell Latitude 7640 16'' 256GB SSD i7-1365U 16GB RAM ProSupport+ Warranty,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,New,999.0
Dell,Dell Latitude 3380 Core i3-6006u 2GHz 8GB 256GB SSD Webcam BT WiFi Win 10 Laptop,13,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,185.0
HP,HP EliteBook 840 G5 Core i5-8350u 1.7GHz 8GB 512GB SSD FHD Webcam Win 10 Laptop,14,8,Intel Core i5 8th Gen.,Intel HD 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,260.0
Dell,"Dell Inspiron 3530 Laptop 15.6"" Touch 120Hz i7-1355U 16GB 1TB SSD Win 11 Pro",15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,669.99
Lenovo,"Lenovo ThinkPad T14 Gen 1 - 14"" - Core i5- 8 GB RAM - 256 GB SSD - New No Box",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,699.98
Lenovo,Lenovo ThinkPad X1 Yoga 2nd Gen i5-7300U 256GB SSD M.2 NVMe 8 RAM w/ Stylus (CR),14,8,Intel Core i5 7th Gen.,Integrated,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,373.46
MSI,"MSI Prestige 14 EVO A11M-220 14"" Full HD Notebook Computer - Carbon Gray 1551894",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,685.0
Lenovo,"Lenovo ThinkPad X240 12"" i5-4300u 1.9GHz 4GB 256GB SSD Touch Screen Win10 Laptop",12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated/On-Board Graphics,,Good - Refurbished,185.0
HP,"HP Envy 2-in-1 14"" Full HD Touch-Screen Laptop, Intel Core i5, 8GB RAM, 512G SSD",14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,599.0
Dell,"DELL PRECISION 3470 14"" FHD Touch I7-1270P 1TB SSD 16GB W11P Nvidia T550 IRCam",14.0,16,Intel Core i7 12th Gen.,NVIDIA T550 Laptop GPU,Dedicated Graphics,1920 x 1080,Good - Refurbished,658.99
Dell,"Dell Latitude E7270 12"" Core i5-6300u 2.4GHz 16GB 512GB SSD Webcam Win 10 Laptop",12.5,16,Intel Core i5 6th Gen.,,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,245.0
Lenovo,"LENOVO T14S GEN 3 TOUCH 14"" FHD+ Touch I5-1245U 1TB SSD 16GB W11P 4G LTE GPS",14,16,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Very Good - Refurbished,619.99
