index,game-of-thones-deaths,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
1390,House Lannister,2039,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8
1391,House Lannister,2049,5,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,8
1392,House Lannister,2035,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1393,House Lannister,2036,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1394,House Lannister,2037,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1395,House Lannister,2141,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1396,House Lannister,2142,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1397,House Lannister,2211,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1398,House Lannister,2212,5,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,8
1399,House Lannister,1799,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1400,House Lannister,1800,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1401,House Lannister,1801,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1402,House Lannister,1802,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1403,House Lannister,1803,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1404,House Lannister,1804,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1405,House Lannister,1805,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1406,House Lannister,2032,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1407,House Lannister,2046,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1408,House Lannister,2047,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1409,House Lannister,2048,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1410,House Lannister,2143,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1411,House Lannister,2144,5,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,8
1412,House Stark,2213,5,Jon Snow,House Stark,King's Landing,Sword,Stark Soldier,8
1413,None,2145,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1414,None,2146,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1415,None,2147,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1416,None,2148,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1417,None,2149,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1418,None,2150,5,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,8
1419,House Greyjoy,1381,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,8
1420,House Greyjoy,1382,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,8
1421,House Lannister,1781,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1422,House Lannister,1782,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1423,House Lannister,1783,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1424,House Lannister,1784,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1425,House Lannister,1785,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1426,House Lannister,1786,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1427,House Lannister,1787,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1428,House Lannister,1788,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1429,House Lannister,1789,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1430,House Lannister,1790,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1431,House Lannister,1791,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1432,House Lannister,1792,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1433,House Lannister,1793,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1434,House Lannister,1794,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1435,House Lannister,1795,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1436,House Lannister,1796,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1437,House Lannister,1797,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1438,House Lannister,1798,5,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,8
1439,House Lannister,1774,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company horse,8
1440,House Lannister,1405,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1441,House Lannister,1406,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1442,House Lannister,1407,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1443,House Lannister,1408,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1444,House Lannister,1409,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1445,House Lannister,1410,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1446,House Lannister,1411,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1447,House Lannister,1412,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1448,House Lannister,1413,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1449,House Lannister,1414,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1450,House Lannister,1415,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1451,House Lannister,1416,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1452,House Lannister,1417,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1453,House Lannister,1418,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1454,House Lannister,1419,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1455,House Lannister,1420,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1456,House Lannister,1421,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1457,House Lannister,1422,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1458,House Lannister,1423,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1459,House Lannister,1424,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1460,House Lannister,1425,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1461,House Lannister,1426,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1462,House Lannister,1427,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1463,House Lannister,1428,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1464,House Lannister,1429,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1465,House Lannister,1430,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1466,House Lannister,1431,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1467,House Lannister,1432,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1468,House Lannister,1433,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1469,House Lannister,1434,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1470,House Lannister,1435,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1471,House Lannister,1436,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1472,House Lannister,1437,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1473,House Lannister,1438,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1474,House Lannister,1439,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1475,House Lannister,1440,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1476,House Lannister,1441,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1477,House Lannister,1442,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1478,House Lannister,1443,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1479,House Lannister,1444,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1480,House Lannister,1445,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1481,House Lannister,1446,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1482,House Lannister,1447,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1483,House Lannister,1448,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1484,House Lannister,1449,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1485,House Lannister,1450,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1486,House Lannister,1451,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1487,House Lannister,1452,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1488,House Lannister,1453,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1489,House Lannister,1454,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1490,House Lannister,1455,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1491,House Lannister,1456,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1492,House Lannister,1457,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1493,House Lannister,1458,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1494,House Lannister,1459,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1495,House Lannister,1460,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1496,House Lannister,1461,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1497,House Lannister,1462,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1498,House Lannister,1463,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1499,House Lannister,1464,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1500,House Lannister,1465,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1501,House Lannister,1466,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1502,House Lannister,1467,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1503,House Lannister,1468,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1504,House Lannister,1469,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1505,House Lannister,1470,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1506,House Lannister,1471,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1507,House Lannister,1472,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1508,House Lannister,1473,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1509,House Lannister,1474,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1510,House Lannister,1475,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1511,House Lannister,1476,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1512,House Lannister,1477,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1513,House Lannister,1478,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1514,House Lannister,1479,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1515,House Lannister,1480,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1516,House Lannister,1481,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1517,House Lannister,1482,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1518,House Lannister,1483,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1519,House Lannister,1484,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1520,House Lannister,1485,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1521,House Lannister,1486,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1522,House Lannister,1487,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1523,House Lannister,1488,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1524,House Lannister,1489,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1525,House Lannister,1490,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1526,House Lannister,1491,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1527,House Lannister,1492,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1528,House Lannister,1493,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1529,House Lannister,1494,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1530,House Lannister,1495,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1531,House Lannister,1496,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1532,House Lannister,1497,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1533,House Lannister,1498,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1534,House Lannister,1499,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1535,House Lannister,1500,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1536,House Lannister,1501,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1537,House Lannister,1502,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1538,House Lannister,1503,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1539,House Lannister,1504,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1540,House Lannister,1505,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1541,House Lannister,1506,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1542,House Lannister,1507,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1543,House Lannister,1508,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1544,House Lannister,1509,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1545,House Lannister,1510,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1546,House Lannister,1511,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1547,House Lannister,1512,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1548,House Lannister,1513,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1549,House Lannister,1514,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1550,House Lannister,1515,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1551,House Lannister,1516,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1552,House Lannister,1517,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1553,House Lannister,1518,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1554,House Lannister,1519,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1555,House Lannister,1520,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1556,House Lannister,1521,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1557,House Lannister,1522,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
1558,House Lannister,1523,5,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,8
